epoch;acc;loss;val_acc;val_loss
0;0.53566481994459836;0.97612802308682256;0.55279503105590067;0.69098031372757429
1;0.5813711911357341;0.6760034881470276;0.58074534161490687;0.67773368788061672
2;0.59002770083102496;0.66794032271218762;0.59627329192546585;0.66158397486491238
3;0.59383656509695293;0.66285901915003387;0.64906832298136641;0.64909849255721763
4;0.5976454293628809;0.65997194335731446;0.67701863354037262;0.65400588586463693
5;0.62673130193905813;0.65018058186422756;0.63975155279503104;0.64688465832183084
6;0.62292243767313016;0.64688456718941478;0.63043478260869568;0.65279979957556877
7;0.62292243767313016;0.65236761381751618;0.66770186335403725;0.64093357139492624
8;0.63261772853185594;0.63802732589172195;0.65838509316770188;0.63905363941784976
9;0.63331024930747926;0.63160734988976053;0.65527950310559002;0.63460448402795733
10;0.62638504155124652;0.64065921950538407;0.6428571428571429;0.64103145184724231
11;0.62603878116343492;0.64704319281591272;0.65217391304347827;0.62949577917963817
12;0.6412742382271468;0.63141994941928048;0.65217391304347827;0.63775829498812275
13;0.64473684210526316;0.62947968218135042;0.66770186335403725;0.61496491387764118
14;0.63781163434903043;0.63600603637602848;0.66770186335403725;0.6218887967352541
15;0.63504155124653738;0.6332535700784826;0.65217391304347827;0.64117507978996136
16;0.65062326869806097;0.6291812674820918;0.66770186335403725;0.61421180696961297
17;0.65616343490304707;0.62246629207748461;0.68012422360248448;0.61357719242942999
18;0.66170360110803328;0.61558412944180818;0.64906832298136641;0.62627593626887157
19;0.65581717451523547;0.62117278361254447;0.66770186335403725;0.61464202718705119
20;0.64750692520775621;0.62273217535415182;0.67080745341614911;0.62167784960373584
21;0.65547091412742386;0.61897702395420651;0.66770186335403725;0.61218443161212144
22;0.65927977839335183;0.61637163475940104;0.57453416149068326;0.67814973607566786
23;0.65131578947368418;0.61899201790711889;0.6645962732919255;0.61533330945494757
24;0.66897506925207761;0.61034809585423355;0.66770186335403725;0.61914104075165266
25;0.65616343490304707;0.61051225497121631;0.67701863354037262;0.61591056637142017
26;0.67036011080332414;0.61238262882853478;0.67080745341614911;0.59962254466477383
27;0.6682825484764543;0.61005333965835151;0.66770186335403725;0.59986996428566686
28;0.6575484764542936;0.60776731908486492;0.67701863354037262;0.598953318151628
29;0.66378116343490301;0.61688037047425792;0.68322981366459623;0.59360286611947954
30;0.67728531855955676;0.60541878298048823;0.67391304347826086;0.59958119125840081
31;0.68178670360110805;0.60251230727932792;0.6645962732919255;0.60293673765585287
32;0.68801939058171746;0.59062140090313642;0.67391304347826086;0.6005895731982237
33;0.68144044321329644;0.59577796003494898;0.65527950310559002;0.59959928552556485
34;0.68144044321329644;0.59541202747260435;0.65527950310559002;0.59701034796904329
35;0.68455678670360109;0.59672256222722275;0.67701863354037262;0.61110940223895249
36;0.68144044321329644;0.59583962227829279;0.66770186335403725;0.60457315948438939
37;0.68005540166204981;0.59103846616031719;0.68012422360248448;0.58943707565343162
38;0.679016620498615;0.58647340651694424;0.68633540372670809;0.587869086435863
39;0.68836565096952906;0.59230701645985862;0.68633540372670809;0.60522922734666318
40;0.67867036011080328;0.58813017903932907;0.67701863354037262;0.59630716106166015
41;0.68801939058171746;0.58626322501914319;0.67391304347826086;0.60294578386389686
42;0.68247922437673125;0.59350123910692587;0.67080745341614911;0.59242204775721385
43;0.68559556786703602;0.58737783253688236;0.68012422360248448;0.59005994456154964
44;0.6849030470914127;0.59363099874882153;0.68012422360248448;0.59207073742558503
45;0.69736842105263153;0.58507200918699565;0.67391304347826086;0.58535669660716327
46;0.69771468144044324;0.5771927387760617;0.69875776397515532;0.59280739511762348
47;0.69078947368421051;0.57957133345326561;0.66770186335403725;0.5918162358658654
48;0.68005540166204981;0.5904116214477455;0.6645962732919255;0.59623985982829741
49;0.68801939058171746;0.58007885395985226;0.6645962732919255;0.59770643081724273
50;0.69840720221606645;0.57667986937176818;0.67391304347826086;0.59499369589438345
51;0.68801939058171746;0.58375330578917617;0.64906832298136641;0.62070244994963175
52;0.69148199445983383;0.58156478603130557;0.68012422360248448;0.59230258375961586
53;0.70429362880886426;0.57169228841723496;0.66149068322981364;0.60803175120620256
54;0.69909972299168976;0.57616180957519447;0.68633540372670809;0.60593677085378894
55;0.69702216066481992;0.57883191678332491;0.6645962732919255;0.60215924689488376
